Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Source,EID,,relevant,
"Prinzing A., Durka W., Klotz S., Brandl R.",6603761261;6603987907;35242993500;7005133685;,The niche of higher plants: Evidence for phylogenetic conservatism,2001,Proceedings of the Royal Society B: Biological Sciences,268,1483,,2383,2389,,380,10.1098/rspb.2001.1801,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035935722&doi=10.1098%2frspb.2001.1801&partnerID=40&md5=77619d123927a7e5447cb464e8b061cb,"A species' ecological niche depends on the species' adaptations to its present habitat, but also on the legacy from its ancestors. Most authors argue that such a phylogenetic niche conservatism is of minor importance, although no quantitative analyses across a major taxon is available. Higher plants from central Europe offer a unique opportunity for such an exercise, as the niche positions along various environmental gradients are available for most species. We quantified niche conservatism by two approaches. First, we used a phylogenetic tree and quantified the degree of retention of niches across the tree. Depending on the gradient, the values ranged from 0.43 to 0.22. This was significantly greater than the null expectation. Second, we used a taxonomy and quantified the amount of variance among species that could be explained at higher taxonomic levels. The values ranged from 95 to 72%. Again, this was significantly higher than the null expectation. Thus, both approaches indicated a clear niche conservatism. The distribution of conservatism across taxonomic levels differed considerably among environmental gradients. The differences among environmental gradients could be correlated with the palaeoenvironmental conditions during the radiation of the phylogenetic lineages. Thus, niche conservatism among extant plant species may reflect the opportunities of their ancestors during their diversification.",Ecology; Evolution; Palaeoecology; Phylogenetic inertia; Quantitative convergence index; Variance component analysis,evolution; niche; paleoecology; phylogenetics; plant; adaptation; article; controlled study; ecology; environment; Europe; evolution; nonhuman; paleoanthropology; phylogeny; plant; priority journal; species difference; taxonomy; Embryophyta,Article,Final,Scopus,2-s2.0-0035935722,,FALSE,
"Chen J.-Y., Vannier J., Huang D.-Y.",57192920425;7005953797;7403891105;,The origin of crustaceans: New evidence from the early Cambrian of China,2001,Proceedings of the Royal Society B: Biological Sciences,268,1482,,2181,2187,,42,10.1098/rspb.2001.1779,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035823884&doi=10.1098%2frspb.2001.1779&partnerID=40&md5=71a9aded8129b5cefb8f816d0792cf70,"One of the smallest arthropods recently discovered in the Early Cambrian Maotianshan Shale Lagerstätte is described. Ercaia gen. nov. has an untagmatized trunk bearing serially repeated biramous appendages (long and segmented endopods and flap-like exopods), a head with an acron bearing stalked lateral eyes and a sclerite and two pairs of antennae. The position of this 520 million-year-old tiny arthropod within the Crustacea is supported by several anatomical features: (i) a head with five pairs of appendages including two pairs of antennae, (ii) highly specialized antennae (large setose fans with a possible function in feeding), and (iii) specialized last trunk appendages (segmented pediform structures fringed with setae). The segmentation pattern of Ercaia (5 head and 13 trunk) is close to that of Maxillopoda but lacks the trunk tagmosis of modern representatives of the group. Ercaia is interpreted as a possible derivative of the stem group Crustacea. Ercaia is likely to have occupied an ecological niche similar to those of some Recent meiobenthic organisms (e.g. copepods living in association with sediment). This new fossil evidence supports the remote ancestry of crustaceans well before the Late Cambrian and shows, along with other fossil data (mainly Early Cambrian in China), that a variety of body plans already coexisted among the primitive crustacean stock.",Arthropoda; Crustacea; Early Cambrian; Lagerstätte; Maxillopoda,Cambrian; crustacean; fossil; morphology; anatomy; antenna; article; China; Crustacea; ecology; fossil; functional anatomy; nonhuman; physical anthropology; priority journal; sediment; China,Article,Final,Scopus,2-s2.0-0035823884,,FALSE,
Hedges S.B.,57202720715;,Biogeography of the west indies: An overview,2001,"Biogeography of the West Indies: Patterns and Perspectives, Second Edition",,,,15,33,,102,10.1201/9781420039481,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049672681&doi=10.1201%2f9781420039481&partnerID=40&md5=2b00474150809a3603a7f2b00fe19df2,"The West Indies harbor a diverse flora and fauna with high levels of endemism. This, coupled with a complex geological history, has attracted interest in the historical biogeography of the region. Two major models have been proposed. The vicariance model proposes that a proto-Antillean biota connecting North and South America in the late Cretaceous was fragmented by plate tectonic movement to form the current island biotas. The dispersal model suggests that organisms dispersed over water during the Cenozoic to reach the islands. A variation on the dispersal model proposes that a dry land bridge connected the Greater Antilles with South America for a short time during the mid-Cenozoic, facilitating dispersal into the Antilles. Most biogeographical studies addressing these models have been based on well-studied groups of vertebrates. Two lines of evidence suggest that dispersal, and not vicariance or a mid-Cenozoic dry land bridge, is responsible for the origin of most lineages studied. First, most West Indian groups are characteristically depauperate at the higher taxonomic levels, yet they often have some unusually large radiations of species. This taxonomic pattern, which is reflected in the fossil record, suggests that niches left vacant by groups absent from the Antilles have been filled by other groups present. Second, times of divergence estimated by molecular clocks indicate that most lineages arrived during the Cenozoic at times when there were no continental connections with the islands. These two lines of evidence are congruent with the nearly unidirectional current flow in the West Indies that probably brought flotsam from rivers in South America to these islands throughout the Cenozoic. Despite this general pattern, a few groups appear to have arrived very early and may represent ancient relicts of the proto-Antilles. The geological history and paleogeography of the West Indies is exceedingly complex and different authors have suggested different scenarios based on the same evidence. For this reason, it is too soon to exclude any particular model of Caribbean biogeography. The geological database and fossil record will continue to improve, phylogenetic relationships will become better known, and molecular divergence time estimates soon will be available for a wide diversity of taxa. Therefore, despite shortcomings of the current models, we can look forward, in the near future, to resolving many of these long unanswered questions of Caribbean biogeography. © 2001 by CRC Press LLC.",,,Book Chapter,Final,Scopus,2-s2.0-85049672681,,FALSE,
Brennand T.P.,26535402600;,Wind energy in China: policy options for development,2001,Energy for Sustainable Development,5,4,,84,91,,12,10.1016/S0973-0826(08)60288-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-65549107358&doi=10.1016%2fS0973-0826%2808%2960288-4&partnerID=40&md5=fd73fab1fdb17e0d93d925f97e339e33,"China's wind energy potential ranks highly in the world scale. In the key wind energy regions, there is potential to develop a succession of large wind-farms of up to several hundreds of MW capacity. In the '90s the government target of 1 GW for the wind-power capacity to be installed by the year 2000 was lowered to 620 MW. In 1994, three government bodies, the then State Planning Commission, the State Science and Technology Commission, and the State Economic and Trade Commission, created the long-term Development Programme for Renewable Energies for the years 1996-2010. In 1996, the new Electricity Law of the PRC, declared ""... the State encourages and supports electricity generation by using renewable and clean energy resources"". However, key energy objectives of China's Ninth Five Year Plan (1996-2000) reflected the continuing dominance of coal, oil and gas in China's energy policy-making. Between 1993 and 1997, wind generating capacity installed in China had risen from 17.1 to only 167 MW, while capital and operating costs for wind generated electricity (1998) were still too high in relation to coal and hydro generation. The 10th-Five Year Plan aims to promote more environment-friendly power generation including hydropower development in the western region. The plan will allocate more natural gas and renewable energy for power generation. With no value being ascribed to inherent cleanliness of wind energy, electricity produced from this relatively immature sector continues to need higher prices than that from entrenched, mature fossil-fuel-based power generation. In China this has contributed to a perception that wind is a niche-market resource, primarily relevant to remote rural areas which conventional power grids are not able to reach economically. Expansion of wind energy to a larger role runs into opposition from newly liberalised power networks who are more than ever concerned, and required, to keep the cost of supplies as low as possible. Within these limitations, some success has been and still is being achieved in buying down the costs through technical and scalar innovation in a growing number of grant-aided projects. For greater penetration to be achieved, a market needs to be created for wind energy. There is recent evidence in Europe and the United States that realistic incentives can encourage industry to consider much larger wind-power development projects with consequent improvement to the economics. Competitive bidding from wind-energy development companies can ensure that the targets are met at lower cost. A system of competitive bidding for licence areas (or concessions) for areas big enough to support very large wind-power plants, and chosen from prime wind regions by government, can be issued, regularly for bidding, as in oil and gas development. An accompanying institutional framework such as the renewable portfolio standard (RPS) is essential. China is considering introducing a trial mandated market share (MMS) intervention, based on RPS for a selected region to assess its applicability to both China nationally and the renewable energy sector as a whole. There is a case for enactment of an encompassing Renewable Energy Law, which will provide a point focus for regulating renewable energy development, setting any RPS/MMS levels within time-frames and with all related modalities, including green certificate trading. An electricity price in the region of 4.5-5.0 USC/kWh will also need to be achieved when power purchase agreements are negotiated, if the bidding process is to achieve success. Local production of hardware needs to lower capital costs by an estimated 25-30% of current (2000) costs if economic returns are to be sufficient at these price levels. A concessionary approach, linked with a renewable portfolio standard law and aimed at large projects, can help achieve a faster development and a rapid buy-down of costs of wind energy technology. © 2001 International Energy Initiative, Inc.",,Commerce; Competition; Costs; Electric power generation; Electric power system economics; Energy policy; Energy resources; Fossil fuel power plants; Fossil fuels; Gas plants; Hydroelectric generators; Operating costs; Renewable energy resources; Sustainable development; Wind power; Capital and operating costs; Fossil fuel-based power generation; Hydro-power development; Power purchase agreement; Renewable energy development; Renewable energy sector; Renewable portfolio standard; State economic and trade commissions; Electric power transmission networks,Article,Final,Scopus,2-s2.0-65549107358,,FALSE,
"Quillévéré F., Norris R.D., Moussa I., Berggren W.A.",6506112055;7201604883;35996428200;7005619597;,Role of photosymbiosis and biogeography in the diversification of early paleogene acarininids (planktonic foraminifera),2001,Paleobiology,27,2,,311,326,,43,10.1666/0094-8373(2001)027<0311:ROPABI>2.0.CO;2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034915841&doi=10.1666%2f0094-8373%282001%29027%3c0311%3aROPABI%3e2.0.CO%3b2&partnerID=40&md5=4f247f66b066ea2bd374248330f401ee,"Radiations are commonly believed to be linked to the evolutionary appearance of a novel morphology or ecology. Previous studies have demonstrated a close relationship between the evolutionary appearance of algal photosymbiosis in planktonic foraminifera and evolutionary diversification of Paleogene photosymbiotic clades. For example, the evolution of photosymbiosis was synchronous with the abrupt evolution of four major groups of Paleogene planktonic foraminifera including two clades within the genus Morozovella, as well as the genera Acarinina and Igorina. Our new isotopic and biogeographic data suggest that the acarininids evolved from a photosymbiotic ancestor (which we identify as Praemurica inconstans or early representatives of Praemurica uncinata), but also demonstrate that photosymbiosis did not trigger an immediate species-level radiation in this group. Instead, the acarininids remained a low-diversity taxon restricted to high latitudes for nearly 1.8 million years before radiating ecologically and taxonomically. The eventual radiation of the acarininids is tied to an expansion of their geographic range into the mid and low latitudes. Biogeographic analyses of modern plankton suggest that high-latitude environments may be less conductive to establishing radiations simply because there are fewer niches avilable to be filled than there are in the tropics. Accordingly, the acarininids may have initially failed to diversify because they started off in environments that presented few opportunities to sustain a large radiation. The high-latitude origin of the acarininids continued to retard their overall diversification until they were able to develop strategies that allowed them to expand into tropical environments and fully exploit their photosymbiotic ecology. © 2001 The Paleontological Society.",,biogeography; biostratigraphy; isotopic composition; paleoenvironment; Paleogene; planktonic foraminifera; symbiosis; Indian Ocean; Acarinina; Foraminifera; Igorina; Morozovella,Article,Final,Scopus,2-s2.0-0034915841,,FALSE,
"Chaline J., Durand A., Malassé A.D., David B., Magniez-Janin F., Marchand D.",7004375102;35794547000;7801314503;7103015910;52163862700;7004889592;,Were climatic changes a driving force in hominid evolution?,2000,Geological Society Special Publication,181,,,185,198,,8,10.1144/GSL.SP.2000.181.01.17,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034490953&doi=10.1144%2fGSL.SP.2000.181.01.17&partnerID=40&md5=948b57b75ab0856711986ccc3fdcdb5e,"A comparison of externalist and internalist approaches in hominid evolution shows that the externalist approach, with its claim that climate was responsible for the appearance of bipedalism and hominization, now seems to be ruled out by the biological, palaeogeographical, palaeontological and palaeoclimatic data on which it was based. Biological data support the embryonic origin of cranio-facial contraction, which determined the increase in cranial capacity and the shift in the position of the foramen magnum implying bipedalism. In the internalist approach, developmental biology appears as the driving force of hominid evolution, although climate exerts a significant influence and was involved in the following ways: (1) in the prior establishment of ecological niches that allowed the common ancestor to become differentiated into three subspecies: (2) by dividing up the area of distribution of species, resulting in the present-day subspecies of gorillas and chimpanzees: (3) by facilitating relative fluctuations of the geographical areas of distribution of the various species, particularly the spread of australopithecines across the African savanna from north (Chad. Ethiopia) to south (South Africa): (4) by determining adaptive geographical differentiations among Homo erectus and Homo sapiens (pigmentation, haemoglobin, etc.).",,climate change; climate effect; evolution; paleoclimate,Article,Final,Scopus,2-s2.0-0034490953,,FALSE,
"Kirchner J.W., Weil A.",7201671604;7004580004;,Correlations in fossil extinction and origination rates through geological time,2000,Proceedings of the Royal Society B: Biological Sciences,267,1450,,1301,1309,,23,10.1098/rspb.2000.1142,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034617135&doi=10.1098%2frspb.2000.1142&partnerID=40&md5=ed4ba5b955c07babe7764bfa34f98260,"Recent analyses have suggested that extinction and origination rates exhibit long-range correlations, implying that the fossil record may be controlled by self-organized criticality or other scale-free internal dynamics of the biosphere. Here we directly test for correlations in the fossil record by calculating the autocorrelation of the extinction and origination rates through time. Our results show that extinction rates are uncorrelated beyond the average duration of a stratigraphic interval. Thus, they lack the long-range correlations predicted by the self-organized criticality hypothesis. In contrast, origination rates show strong autocorrelations due to long-term trends. After detrending, origination rates generally show weak positive correlations at lags of 5-10 million years (Myr) and weak negative correlations at lags of 10-30 Myr, consistent with aperiodic oscillations around their long-term trends. We hypothesize that origination rates are more correlated than extinction rates because originations of new taxa create new ecological niches and new evolutionary pathways for reaching them, thus creating conditions that favour further diversification.",Autocorrelation; Extinction; Fossil record; Macroevolution; Origination; Self-organized criticality,correlation; extinction; fossil record; speciation (biology); article; biosphere; calculation; correlation function; ecology; evolution; fossil; geology; hypothesis; nonhuman; priority journal; tomography,Article,Final,Scopus,2-s2.0-0034617135,,FALSE,
Blakers A.,7003620441;,Solar and wind electricity in Australia,2000,Australian Journal of Environmental Management,7,4,,223,236,,3,10.1080/14486563.2000.10648504,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0013216298&doi=10.1080%2f14486563.2000.10648504&partnerID=40&md5=9d801b69f86b80b7ebff64972965f22f,"This article examines the renewable generation of electricity in Australia from photovoltaics (PV), solar thermal electricity (STE) and wind. PV, STE and wind have immense resources and small environmental impacts even when deployed on very large scales. They are the only fully sustainable technologies able to completely replace fossil and nuclear electricity generation during this century. Wind energy is now a low cost generation technology, and is likely to provide 10 per cent of the world's electricity by 2020. PV has found attractive niche markets and has an annual growth rate of 30 per cent per year. STE is a promising technology but presently lacks niche markets to enable an industry to get started. The Australian Government is offering attractive assistance for renewables, although the lack of research & development funding in these programs is a serious shortcoming. © 2000 Taylor & Francis Group, LLC.",,,Article,Final,Scopus,2-s2.0-0013216298,,FALSE,
"Phillips V.R., Cowell D.A., Sneath R.W., Cumby T.R., Williams A.G., Demmers T.G.M., Sandars D.L.",7101752252;7006756957;7004039177;6602199406;15821468200;6602146547;26041193600;,An assessment of ways to abate ammonia emissions from UK livestock buildings and waste stores. Part 1: Ranking exercise,1999,Bioresource Technology,70,2,,143,155,,28,10.1016/S0960-8524(99)00026-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033023910&doi=10.1016%2fS0960-8524%2899%2900026-7&partnerID=40&md5=c722734c575424054700886d224f9802,"The options for abating ammonia emissions from livestock buildings and waste stores under UK conditions have been assessed. There is increasing interest in reducing such emissions, which contribute to long-range atmospheric pollution problems, and which, via subsequent deposition, can also harm sensitive ecosystems. A literature review was first carried out, and a 'brainstorm' idea-generating session was held, together leading to lists of feasible abatement approaches: one for each of a range of types of livestock buildings and waste stores. A ranking exercise was then conducted. A set of aspects of each application of each feasible abatement approach was drawn up: the aspects considered included not only capital costs and running costs but also such others as animal welfare, stage of development and knock-on effects. Each aspect of each application of each approach was given a ranking of between 1 (very poor) and 5 (very good). When the aspects of 'potential abatement' and 'achievable abatement now', as well as either 'capital costs' or 'animal welfare', were weighted by a factor of 5, the 'best bet' abatement approaches for livestock buildings were identified as (a) dietary manipulation (for all types), (b) raising the C/N ratio by generous use of bedding (for any buildings based on solid manure), (c) exhaust air cleaning, especially by bioscrubbers (for force-ventilated pig and poultry buildings), (d) oil layers or (e) fixing with acid (for slurry-based piggeries) and (f) drying by ventilation of muck (for any poultry building). For waste stores, the 'best bet' abatement approaches were identified as (g) replacing storage with industrial scale processing or (h) with land filling (niche solutions only), (i) dietary manipulation, (j) fixing with acid (slurries only), (k) increasing the surface's resistance to ammonia volatilisation (by crusts for cattle slurry, but by floating granules for pig slurry), (l) minimising surface area by heap shape (solid manures), and (m) cover sheets (solid manures). For stored poultry manure, the low moisture content allowed good showings by the additional options of (n) drying, and, in the case of poultry manure with litter in certain parts of the UK, (p) sale for combustion in a Non-Fossil Fuel Obligation (NOFFO) power station, the electricity from which commands a higher price than that from a conventional power station. A closer look at the economic consequences of different abatement approaches was taken by means of a mathematical model: this work is reported in a companion paper.The options for abating ammonia emissions-from livestock buildings and waste stores under UK conditions have been assessed. There is increasing interest in reducing such emissions, which contribute to long-range atmospheric pollution problems, and which, via subsequent deposition, can also harm sensitive ecosystems. A literature review was first carried out, and a `brainstorm' idea-generating session was held, together leading to lists of feasible abatement approaches: one for each of a range of types of livestock buildings and waste stores. A ranking exercise was then conducted. A set of aspects of each application of each feasible abatement approach was drawn up: the aspects considered included not only capital costs and running costs but also such others as animal welfare, stage of development and knock-on effects. Each aspect of each application of each approach was given a ranking of between 1 (very poor) and 5 (very good). When the aspects of `potential abatement' and `achievable abatement now', as well as either `capital costs' or `animal welfare', were weighted by a factor of 5, the `best bet' abatement approaches for livestock buildings were identified as (a) dietary manipulation (for all types), (b) raising the C/N ratio by generous use of bedding (for any buildings based on solid manure), (c) exhaust air cleaning, especially by bioscrubbers (for force-ventilated pig and poultry buildings), (d) oil layers or (e) fixing with acid (for slurry-based piggeries) and (f) drying by ventilation of muck (for any poultry building). For waste stores, the `best bet' abatement approaches were identified as (g) replacing storage with industrial scale processing or (h) with land filling (niche solutions only), (i) dietary manipulation, (j) fixing with acid (slurries only), (k) increasing the surface's resistance to ammonia volatilization (by crusts for cattle slurry, but by floating granules for pig slurry), (l) minimizing surface area by heap shape (solid manures), and (m) cover sheets (solid manures). For stored poultry manure, the low moisture content allowed good showings by the additional options of (n) drying, and, in the case of poultry manure with litter in certain parts of the UK, (p) sale for combustion in a Non-Fossil Fuel Obligation (NOFFO) power station, the electricity from which commands a higher price than that from a conventional power station. A closer look at the economic consequences of different abatement approaches was taken by means of a mathematical model: this work is reported in a companion paper.",Abatement; Ammonia; Livestock buildings; Waste stores,Air pollution control; Ammonia; Drying; Farm buildings; Gas emissions; Land fill; Manures; Scrubbers; Ventilation; Waste utilization; Bioscrubbers; Livestock buildings; Odor control; ammonia; agriculture; air conditioning; air pollution; animal food; animal welfare; article; building; cattle; combustion; cost; ecosystem; electricity; exhaust gas; landfill; manure; mathematical model; moisture; poultry; priority journal; rating scale; swine; United Kingdom; volatilization; waste; Animalia; Bos taurus; Sus scrofa,Article,Final,Scopus,2-s2.0-0033023910,,FALSE,
Cook A.G.,7401881257;,"Stromatoporoid Palaeoecology and systematics from the middle Devonian Fanning River Group, north Queensland",1999,Memoirs of the Queensland Museum,43,2,,463,551,,13,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033497635&partnerID=40&md5=48c4eab9be21bd7c3a9e914cc4eebb7a,"Thirty five stromatoporoid taxa are described from the Middle Devonian (Givetian) lower Fanning River Group, Burdekin Subprovince, north Queensland, Australia. Ten faunal communities are recognised, based on the study and distribution of stromatoporoid and selected molluscan taxa, and the distribution of tabulate and rugose corals. The Burdikinia community, characterised by robust gastropods, occupied the coarse siliciclastic inner shelf. The Modiomorpha community is represented by a near-shore, in situ shell bed. The Stachyodes costulata-Syringopora community lived in inner shelf muddy carbonate-dominated lagoons, but was in part able to inhabit subtidal interstitial niches of marine headlands. In the Fletcherview-Burdekin Downs area, the Hermatostroma maculatum-Gerronostroma hendersoni community constructed lagoonal patch reefs, back-reef laminar stromatoporoid pavements and bioherms. The Clathrocoilona spissa-Aulopora community occupied nearshore, fringing biostromes in the Fanning River area. Ferestromatopora heideckeri-Amphipora ramosa-Stringocephalus community occupied extensive nearshore to offshore biostromes within the Fanning River-Golden Valley areas. The Coenostroma-Hermatostroma episcopale community dwelt within dispersed stromatoporoid pavements and less commonly, within offshore coralline thickets. The Amphipora pervesiculata community characterised by dendroid stromatoporoid-coralline thickets adjacent to and seaward of bioherms, dispersed stromatoporoid pavements and stromatoporoid biostromes, particularly in the Fletcherview-Burdekin Downs area. The Endophyllum community was restricted to patch reefs which grew during a regressive phase, carbonate to siliciclastic transition. A cephalopod association is represented by a sparse fauna occurring within deeper water micritic facies in the Golden Valley area. Analysis of stromatoporoid shape demonstrates the influence of both genetic and ecologic factors. Zonation of skeletal shape, apparent for both biostromal and biohermal complexes, indicates that strong ecologic influences dominated. Substrate type, sedimentation rate and water depth were important controls. Most taxa display a range of shape. Complex overgrowth phenomena, between stromatoporoid taxa, tabulate corals, chaetetids and algae produced compound skeletons that are most common within nearshore biostromes, and are interpreted to indicate stress imposed by repeated lethal depositional events or by seasonal variations in salinity. Intergrowths of stromatoporoids with tabulate corals Syringoporella? sp. and Syringopora sp., a number of rugose corals and a ?vermetid are documented. Syringoporella? sp. is more common in stromatoporoids with irregular skeletal architecture. For Syringoporella? sp. an even distribution of corallites within the host, skeletal response to corallite occurrence and the absence of micritic envelopes suggests a symbiotic relationship with both the coral and the stromatoporoid accreting at the same rate and maintaining an even growth surface. Six new species of stromatoporoids are described comprising Gerronostroma hendersoni, Trupetostroma zheni, Euryamphipora merlini, Ferestromatopora heideckeri, Coenostroma burdekinense and Coenostroma wyatti. Biogeographic affinities of the fauna are strongly with the Old World Realm, with species level affinities with Guangxi, Poland and Belgium.",Middle Devonian; North Queensland; Palaeoecology; Stromatoporoids; Taxonomy,Devonian; paleoecology; taxonomy; Australia; Stromatoporoidea,Article,Final,Scopus,2-s2.0-0033497635,,FALSE,
"Elliott S., Blake D.R., Hanson H.P., Rowland F.S.",7401666571;8359591200;7102019869;7006232889;,Fueling Asian modernization,1999,Environmental Science and Policy,2,1,,5,8,,2,10.1016/S1462-9011(98)00042-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040320583&doi=10.1016%2fS1462-9011%2898%2900042-2&partnerID=40&md5=9e4ea05f37340a3ce5a51e88431ed37f,"During upcoming industrialization, the human population of Asia will exert a strong influence on both the Pacific Rim environment and the total earth system. We review energy-use trajectories both likely and possible on the continent, taking the historical market penetration series as a framework. Today, the People's Republic of China is coal rich, but as its economy grows in the short term, fuel substitution from solid fossils will occur. Major automakers will exploit new niches in the Orient, adding petroleum to the mix of fuels and producing photochemical smog on the regional scale. Demand is rising in coastal cities for cleaner fuels such as natural gas, but they must be imported. Nuclear industries in India and China are small and expanding only slowly. The Tibetan plateau confers exceptional hydroelectric potential but peripheral concerns plague the big dams. Solar and hydrogen are decades from implementation even in Europe. Fossil resources are largely remote from the Asian consumer class. The disconnect feeds back into the design of new transportation networks. Since for the moment development lags, the option exists to view Asia as a crucible for the techniques of cogeneration, sequestration and pollutant recapture.",Asia; Cogeneration; Energy markets; Fossil fuels; Nuclear; Sequestration; Solar,,Article,Final,Scopus,2-s2.0-0040320583,,FALSE,
"Vannier J., Abe K., Ikuta K.",7005953797;55464423200;7201780095;,Feeding in myodocopid ostracods: Functional morphology and laboratory observations from videos,1998,Marine Biology,132,3,,391,408,,70,10.1007/s002270050406,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031785923&doi=10.1007%2fs002270050406&partnerID=40&md5=e1466e1bb10cc3aadca67c936bab43ea,"High-resolution videos, scanning electron microscopy and histology were used to study the feeding mechanism of myodocopid ostracods from the Pacific Coast of Japan, as exemplified by Vargula hilgendorfii (Muller, 1890) and a few other cypridinid species. Ostracods observed in the laboratory were attracted to a wide spectrum of natural food sources, behaving as predators of living prey (e.g. polychaete annelids), as opportunistic scavengers on dead animals (e.g. annelids, fishes, squid), and also consuming artificial food. Food sources may be detected by chemoreception. The fourth limb (endopodites with strong sclerotized setae) and the furcal lamellae (claws with teeth) act in coordination to abrade and eventually tear open the protective integument of living/dead prey such as annelids. The mandibular palps are used mainly to hold the food. Food sections and soft-body contents are transferred to the mouth by the fourth limb (endopodial 'rake') and fifth limb (exopodite with pectinate setae) and are passed to the oesophagus by the endites (mandibles, fourth and fifth limbs). Food is subsequently pumped up to the stomach by peristaltic contractions of the oesophagus (ring muscles) and stored in the stomach pouch. The upper lip of bioluminescent (V. hilgendorfii) and nonbioluminescent species of Cypridinidae often contact food, suggesting that some of the glands housed in this organ may emit digestive enzymes prior to ingestion. Ostracods are able to ingest massive quantities of food within a few minutes and to survive starvation for several weeks. In V. hilgendorfii, the midgut is a huge saclike organ with no partition and is lined with a single layer of columnar epithelial cells. No differentiated hepatopancreas is present. The cypridinid produces a single faecal pellet wrapped in a thin reticulated, peritrophic membrane. Myodocopid ostracods exhibit a wide range of feeding strategies (detritus-feeding, comb-feeding, scavenging, predation, ectoparasitism) in both benthic and pelagic niches, and constitute a substantial source of food for many zooplankters. Adaptation of cypridinids to scavenging/predation is reflected in the morphology of their furcae, mandibles, fourth and fifth limbs, and their digestive system. Palaeontological data suggest that early Triassic cypridinids and possible late Ordovician myodocopids may have been carnivorous scavengers feeding on carcasses of cephalopods (ammonoids or orthoconic nautiloids), thus playing the same role of 'recyclers' as modern representatives of the group.",,crustacean; feeding behavior; functional morphology; Ostracoda; Vargula hilgendorfii,Article,Final,Scopus,2-s2.0-0031785923,,FALSE,
MacFadden B.J.,7003329667;,"Tale of two rhinos: Isotopic ecology, paleodiet, and niche differentiation of Aphelops and Teleoceras from the Florida Neogene",1998,Paleobiology,24,2,,274,286,,48,10.1666/0094-8373-24.2.274,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031717029&doi=10.1666%2f0094-8373-24.2.274&partnerID=40&md5=fd9374d8a428db9ad49ec0b428d91fe0,"Carbon (δ13C) and oxygen (δ18O) isotopic results are presented from 42 tooth enamel carbonate samples of rhinos (Family Rhinocerotidae) from a sequence of Florida Neogene localities between 9.5 and 4.5 Ma. These data are used to interpret ancient diets and test previous hypotheses of terrestrial/aquatic adaptations of two sympatric rhinos, Aphelops and Teleoceras. The long-limbed, shorter-crowned Aphelops traditionally has been reconstructed as an open-country browser (similar to the modern black rhino), whereas short-limbed, higher-crowned Teleoceras traditionally has been reconstructed as an amphibious grazer (similar to the modern hippo). Between about 9. 5 and 7 Ma the δ13C values (all &lt;-11.0‰) from Florida Aphelops and Teleoceras indicate that both rhinos were feeding on C3 plants. This diet probably included a combination of browse and C3 grasses, although the exact proportions for each genus cannot be distinguished isotopically. In contrast, after the late Miocene global carbon shift as represented at 4.5 Ma in Florida, Aphelops was a browser (mean δ13C = -11.9‰), whereas Teleoceras was a mixed feeder/C4 grazer (mean δ13C = -7.0‰). Oxygen isotopic values indicate that neither Aphelops nor Teleoceras was principally aquatic. Given these new isotopic data, more plausible modern analogs for these two extinct rhinos are, respectively, the terrestrial browsing black rhino (Diceros bicornis) and the terrestrial grazing white rhino (Ceratotherium simum), which are sympatric today in Africa. © 1998 The Paleontological Society.",,"Ceratotherium simum; Diceros bicornis; Poaceae; Rhinocerotidae; Aphelops; Teleoceras; diet; isotopic analysis; Neogene; niche separation; palaeoecology; Rhinocerotidae; tooth enamel; USA, Florida",Article,Final,Scopus,2-s2.0-0031717029,,FALSE,
