"authors","year","title","doi","kingdom","taxa_res_modelled","num_taxa","time_modelled","time_projected","time_integrated","fossil_modelling","fossil_validation","additional_evidence_integration","additional_evidence","geographic_scale"
"Barratt C.D.; Lester J.D.; Gratton P.; Onstein R.E.; Kalan A.K.; McCarthy M.S.; Bocksberger G.; White L.C.; Vigilant L.; Dieguez P.; Abdulai B.; Aebischer T.; Agbor A.; Assumang A.K.; Bailey E.; Bessone M.; Buys B.; Carvalho J.S.; Chancellor R.; Cohen H.; Danquah E.; Deschner T.; Dongmo Z.N.; DoumbÃ© O.A.; Dupain J.; Duvall C.S.; Eno-Nku M.; Etoga G.; Galat-Luong A.; Garriga R.; Gatti S.; Ghiurghi A.; Goedmakers A.; Granjon A.-C.; Hakizimana D.; Head J.; Hedwig D.; Herbinger I.; Hermans V.; Jones S.; Junker J.; Kadam P.; Kambi M.; Kienast I.; Kouakou C.Y.; Nâ€²Goran K.P.; Langergraber K.E.; Lapuente J.; Laudisoit A.; Lee K.C.; Maisels F.; Mirghani N.; Moore D.; Morgan B.; Morgan D.; Neil E.; Nicholl S.; Nkembi L.; Ntongho A.; Orbell C.; Ormsby L.J.; Pacheco L.; Piel A.K.; Pintea L.; Plumptre A.J.; Rundus A.; Sanz C.; Sommer V.; Sop T.; Stewart F.A.; Sunderland-Groves J.; Tagg N.; Todd A.; Ton E.; van Schijndel J.; VanLeeuwe H.; Vendras E.; Welsh A.; Wenceslau J.F.C.; Wessling E.G.; Willie J.; Wittig R.M.; Yoshihiro N.; Yuh Y.G.; Yurkiw K.; Boesch C.; Arandjelovic M.; KÃ¼hl H.",2021,"QUANTITATIVE ESTIMATES OF GLACIAL REFUGIA FOR CHIMPANZEES PAN TROGLODYTES SINCE THE LAST INTERGLACIAL 120 000 BP","10.1002/ajp.23364","Animalia","species",1,0,-70000,FALSE,FALSE,FALSE,FALSE,NA,"continental"
"Barratt C.D.; Lester J.D.; Gratton P.; Onstein R.E.; Kalan A.K.; McCarthy M.S.; Bocksberger G.; White L.C.; Vigilant L.; Dieguez P.; Abdulai B.; Aebischer T.; Agbor A.; Assumang A.K.; Bailey E.; Bessone M.; Buys B.; Carvalho J.S.; Chancellor R.; Cohen H.; Danquah E.; Deschner T.; Dongmo Z.N.; DoumbÃ© O.A.; Dupain J.; Duvall C.S.; Eno-Nku M.; Etoga G.; Galat-Luong A.; Garriga R.; Gatti S.; Ghiurghi A.; Goedmakers A.; Granjon A.-C.; Hakizimana D.; Head J.; Hedwig D.; Herbinger I.; Hermans V.; Jones S.; Junker J.; Kadam P.; Kambi M.; Kienast I.; Kouakou C.Y.; Nâ€²Goran K.P.; Langergraber K.E.; Lapuente J.; Laudisoit A.; Lee K.C.; Maisels F.; Mirghani N.; Moore D.; Morgan B.; Morgan D.; Neil E.; Nicholl S.; Nkembi L.; Ntongho A.; Orbell C.; Ormsby L.J.; Pacheco L.; Piel A.K.; Pintea L.; Plumptre A.J.; Rundus A.; Sanz C.; Sommer V.; Sop T.; Stewart F.A.; Sunderland-Groves J.; Tagg N.; Todd A.; Ton E.; van Schijndel J.; VanLeeuwe H.; Vendras E.; Welsh A.; Wenceslau J.F.C.; Wessling E.G.; Willie J.; Wittig R.M.; Yoshihiro N.; Yuh Y.G.; Yurkiw K.; Boesch C.; Arandjelovic M.; KÃ¼hl H.",2021,"QUANTITATIVE ESTIMATES OF GLACIAL REFUGIA FOR CHIMPANZEES PAN TROGLODYTES SINCE THE LAST INTERGLACIAL 120 000 BP","10.1002/ajp.23365","Animalia","species",1,0,-72000,FALSE,FALSE,FALSE,FALSE,NA,"continental"
"Barratt C.D.; Lester J.D.; Gratton P.; Onstein R.E.; Kalan A.K.; McCarthy M.S.; Bocksberger G.; White L.C.; Vigilant L.; Dieguez P.; Abdulai B.; Aebischer T.; Agbor A.; Assumang A.K.; Bailey E.; Bessone M.; Buys B.; Carvalho J.S.; Chancellor R.; Cohen H.; Danquah E.; Deschner T.; Dongmo Z.N.; DoumbÃ© O.A.; Dupain J.; Duvall C.S.; Eno-Nku M.; Etoga G.; Galat-Luong A.; Garriga R.; Gatti S.; Ghiurghi A.; Goedmakers A.; Granjon A.-C.; Hakizimana D.; Head J.; Hedwig D.; Herbinger I.; Hermans V.; Jones S.; Junker J.; Kadam P.; Kambi M.; Kienast I.; Kouakou C.Y.; Nâ€²Goran K.P.; Langergraber K.E.; Lapuente J.; Laudisoit A.; Lee K.C.; Maisels F.; Mirghani N.; Moore D.; Morgan B.; Morgan D.; Neil E.; Nicholl S.; Nkembi L.; Ntongho A.; Orbell C.; Ormsby L.J.; Pacheco L.; Piel A.K.; Pintea L.; Plumptre A.J.; Rundus A.; Sanz C.; Sommer V.; Sop T.; Stewart F.A.; Sunderland-Groves J.; Tagg N.; Todd A.; Ton E.; van Schijndel J.; VanLeeuwe H.; Vendras E.; Welsh A.; Wenceslau J.F.C.; Wessling E.G.; Willie J.; Wittig R.M.; Yoshihiro N.; Yuh Y.G.; Yurkiw K.; Boesch C.; Arandjelovic M.; KÃ¼hl H.",2021,"QUANTITATIVE ESTIMATES OF GLACIAL REFUGIA FOR CHIMPANZEES PAN TROGLODYTES SINCE THE LAST INTERGLACIAL 120 000 BP","10.1002/ajp.23366","Animalia","species",1,0,-74000,FALSE,FALSE,FALSE,FALSE,NA,"continental"
"Barratt C.D.; Lester J.D.; Gratton P.; Onstein R.E.; Kalan A.K.; McCarthy M.S.; Bocksberger G.; White L.C.; Vigilant L.; Dieguez P.; Abdulai B.; Aebischer T.; Agbor A.; Assumang A.K.; Bailey E.; Bessone M.; Buys B.; Carvalho J.S.; Chancellor R.; Cohen H.; Danquah E.; Deschner T.; Dongmo Z.N.; DoumbÃ© O.A.; Dupain J.; Duvall C.S.; Eno-Nku M.; Etoga G.; Galat-Luong A.; Garriga R.; Gatti S.; Ghiurghi A.; Goedmakers A.; Granjon A.-C.; Hakizimana D.; Head J.; Hedwig D.; Herbinger I.; Hermans V.; Jones S.; Junker J.; Kadam P.; Kambi M.; Kienast I.; Kouakou C.Y.; Nâ€²Goran K.P.; Langergraber K.E.; Lapuente J.; Laudisoit A.; Lee K.C.; Maisels F.; Mirghani N.; Moore D.; Morgan B.; Morgan D.; Neil E.; Nicholl S.; Nkembi L.; Ntongho A.; Orbell C.; Ormsby L.J.; Pacheco L.; Piel A.K.; Pintea L.; Plumptre A.J.; Rundus A.; Sanz C.; Sommer V.; Sop T.; Stewart F.A.; Sunderland-Groves J.; Tagg N.; Todd A.; Ton E.; van Schijndel J.; VanLeeuwe H.; Vendras E.; Welsh A.; Wenceslau J.F.C.; Wessling E.G.; Willie J.; Wittig R.M.; Yoshihiro N.; Yuh Y.G.; Yurkiw K.; Boesch C.; Arandjelovic M.; KÃ¼hl H.",2021,"QUANTITATIVE ESTIMATES OF GLACIAL REFUGIA FOR CHIMPANZEES PAN TROGLODYTES SINCE THE LAST INTERGLACIAL 120 000 BP","10.1002/ajp.23367","Animalia","species",1,0,-76000,FALSE,FALSE,FALSE,FALSE,NA,"continental"
"Barratt C.D.; Lester J.D.; Gratton P.; Onstein R.E.; Kalan A.K.; McCarthy M.S.; Bocksberger G.; White L.C.; Vigilant L.; Dieguez P.; Abdulai B.; Aebischer T.; Agbor A.; Assumang A.K.; Bailey E.; Bessone M.; Buys B.; Carvalho J.S.; Chancellor R.; Cohen H.; Danquah E.; Deschner T.; Dongmo Z.N.; DoumbÃ© O.A.; Dupain J.; Duvall C.S.; Eno-Nku M.; Etoga G.; Galat-Luong A.; Garriga R.; Gatti S.; Ghiurghi A.; Goedmakers A.; Granjon A.-C.; Hakizimana D.; Head J.; Hedwig D.; Herbinger I.; Hermans V.; Jones S.; Junker J.; Kadam P.; Kambi M.; Kienast I.; Kouakou C.Y.; Nâ€²Goran K.P.; Langergraber K.E.; Lapuente J.; Laudisoit A.; Lee K.C.; Maisels F.; Mirghani N.; Moore D.; Morgan B.; Morgan D.; Neil E.; Nicholl S.; Nkembi L.; Ntongho A.; Orbell C.; Ormsby L.J.; Pacheco L.; Piel A.K.; Pintea L.; Plumptre A.J.; Rundus A.; Sanz C.; Sommer V.; Sop T.; Stewart F.A.; Sunderland-Groves J.; Tagg N.; Todd A.; Ton E.; van Schijndel J.; VanLeeuwe H.; Vendras E.; Welsh A.; Wenceslau J.F.C.; Wessling E.G.; Willie J.; Wittig R.M.; Yoshihiro N.; Yuh Y.G.; Yurkiw K.; Boesch C.; Arandjelovic M.; KÃ¼hl H.",2021,"QUANTITATIVE ESTIMATES OF GLACIAL REFUGIA FOR CHIMPANZEES PAN TROGLODYTES SINCE THE LAST INTERGLACIAL 120 000 BP","10.1002/ajp.23368","Animalia","species",1,0,-78000,FALSE,FALSE,FALSE,FALSE,NA,"continental"
"Barratt C.D.; Lester J.D.; Gratton P.; Onstein R.E.; Kalan A.K.; McCarthy M.S.; Bocksberger G.; White L.C.; Vigilant L.; Dieguez P.; Abdulai B.; Aebischer T.; Agbor A.; Assumang A.K.; Bailey E.; Bessone M.; Buys B.; Carvalho J.S.; Chancellor R.; Cohen H.; Danquah E.; Deschner T.; Dongmo Z.N.; DoumbÃ© O.A.; Dupain J.; Duvall C.S.; Eno-Nku M.; Etoga G.; Galat-Luong A.; Garriga R.; Gatti S.; Ghiurghi A.; Goedmakers A.; Granjon A.-C.; Hakizimana D.; Head J.; Hedwig D.; Herbinger I.; Hermans V.; Jones S.; Junker J.; Kadam P.; Kambi M.; Kienast I.; Kouakou C.Y.; Nâ€²Goran K.P.; Langergraber K.E.; Lapuente J.; Laudisoit A.; Lee K.C.; Maisels F.; Mirghani N.; Moore D.; Morgan B.; Morgan D.; Neil E.; Nicholl S.; Nkembi L.; Ntongho A.; Orbell C.; Ormsby L.J.; Pacheco L.; Piel A.K.; Pintea L.; Plumptre A.J.; Rundus A.; Sanz C.; Sommer V.; Sop T.; Stewart F.A.; Sunderland-Groves J.; Tagg N.; Todd A.; Ton E.; van Schijndel J.; VanLeeuwe H.; Vendras E.; Welsh A.; Wenceslau J.F.C.; Wessling E.G.; Willie J.; Wittig R.M.; Yoshihiro N.; Yuh Y.G.; Yurkiw K.; Boesch C.; Arandjelovic M.; KÃ¼hl H.",2021,"QUANTITATIVE ESTIMATES OF GLACIAL REFUGIA FOR CHIMPANZEES PAN TROGLODYTES SINCE THE LAST INTERGLACIAL 120 000 BP","10.1002/ajp.23369","Animalia","species",1,0,-80000,FALSE,FALSE,FALSE,FALSE,NA,"continental"
"Barratt C.D.; Lester J.D.; Gratton P.; Onstein R.E.; Kalan A.K.; McCarthy M.S.; Bocksberger G.; White L.C.; Vigilant L.; Dieguez P.; Abdulai B.; Aebischer T.; Agbor A.; Assumang A.K.; Bailey E.; Bessone M.; Buys B.; Carvalho J.S.; Chancellor R.; Cohen H.; Danquah E.; Deschner T.; Dongmo Z.N.; DoumbÃ© O.A.; Dupain J.; Duvall C.S.; Eno-Nku M.; Etoga G.; Galat-Luong A.; Garriga R.; Gatti S.; Ghiurghi A.; Goedmakers A.; Granjon A.-C.; Hakizimana D.; Head J.; Hedwig D.; Herbinger I.; Hermans V.; Jones S.; Junker J.; Kadam P.; Kambi M.; Kienast I.; Kouakou C.Y.; Nâ€²Goran K.P.; Langergraber K.E.; Lapuente J.; Laudisoit A.; Lee K.C.; Maisels F.; Mirghani N.; Moore D.; Morgan B.; Morgan D.; Neil E.; Nicholl S.; Nkembi L.; Ntongho A.; Orbell C.; Ormsby L.J.; Pacheco L.; Piel A.K.; Pintea L.; Plumptre A.J.; Rundus A.; Sanz C.; Sommer V.; Sop T.; Stewart F.A.; Sunderland-Groves J.; Tagg N.; Todd A.; Ton E.; van Schijndel J.; VanLeeuwe H.; Vendras E.; Welsh A.; Wenceslau J.F.C.; Wessling E.G.; Willie J.; Wittig R.M.; Yoshihiro N.; Yuh Y.G.; Yurkiw K.; Boesch C.; Arandjelovic M.; KÃ¼hl H.",2021,"QUANTITATIVE ESTIMATES OF GLACIAL REFUGIA FOR CHIMPANZEES PAN TROGLODYTES SINCE THE LAST INTERGLACIAL 120 000 BP","10.1002/ajp.23370","Animalia","species",1,0,-84000,FALSE,FALSE,FALSE,FALSE,NA,"continental"
"Barratt C.D.; Lester J.D.; Gratton P.; Onstein R.E.; Kalan A.K.; McCarthy M.S.; Bocksberger G.; White L.C.; Vigilant L.; Dieguez P.; Abdulai B.; Aebischer T.; Agbor A.; Assumang A.K.; Bailey E.; Bessone M.; Buys B.; Carvalho J.S.; Chancellor R.; Cohen H.; Danquah E.; Deschner T.; Dongmo Z.N.; DoumbÃ© O.A.; Dupain J.; Duvall C.S.; Eno-Nku M.; Etoga G.; Galat-Luong A.; Garriga R.; Gatti S.; Ghiurghi A.; Goedmakers A.; Granjon A.-C.; Hakizimana D.; Head J.; Hedwig D.; Herbinger I.; Hermans V.; Jones S.; Junker J.; Kadam P.; Kambi M.; Kienast I.; Kouakou C.Y.; Nâ€²Goran K.P.; Langergraber K.E.; Lapuente J.; Laudisoit A.; Lee K.C.; Maisels F.; Mirghani N.; Moore D.; Morgan B.; Morgan D.; Neil E.; Nicholl S.; Nkembi L.; Ntongho A.; Orbell C.; Ormsby L.J.; Pacheco L.; Piel A.K.; Pintea L.; Plumptre A.J.; Rundus A.; Sanz C.; Sommer V.; Sop T.; Stewart F.A.; Sunderland-Groves J.; Tagg N.; Todd A.; Ton E.; van Schijndel J.; VanLeeuwe H.; Vendras E.; Welsh A.; Wenceslau J.F.C.; Wessling E.G.; Willie J.; Wittig R.M.; Yoshihiro N.; Yuh Y.G.; Yurkiw K.; Boesch C.; Arandjelovic M.; KÃ¼hl H.",2021,"QUANTITATIVE ESTIMATES OF GLACIAL REFUGIA FOR CHIMPANZEES PAN TROGLODYTES SINCE THE LAST INTERGLACIAL 120 000 BP","10.1002/ajp.23371","Animalia","species",1,0,-88000,FALSE,FALSE,FALSE,FALSE,NA,"continental"
"Barratt C.D.; Lester J.D.; Gratton P.; Onstein R.E.; Kalan A.K.; McCarthy M.S.; Bocksberger G.; White L.C.; Vigilant L.; Dieguez P.; Abdulai B.; Aebischer T.; Agbor A.; Assumang A.K.; Bailey E.; Bessone M.; Buys B.; Carvalho J.S.; Chancellor R.; Cohen H.; Danquah E.; Deschner T.; Dongmo Z.N.; DoumbÃ© O.A.; Dupain J.; Duvall C.S.; Eno-Nku M.; Etoga G.; Galat-Luong A.; Garriga R.; Gatti S.; Ghiurghi A.; Goedmakers A.; Granjon A.-C.; Hakizimana D.; Head J.; Hedwig D.; Herbinger I.; Hermans V.; Jones S.; Junker J.; Kadam P.; Kambi M.; Kienast I.; Kouakou C.Y.; Nâ€²Goran K.P.; Langergraber K.E.; Lapuente J.; Laudisoit A.; Lee K.C.; Maisels F.; Mirghani N.; Moore D.; Morgan B.; Morgan D.; Neil E.; Nicholl S.; Nkembi L.; Ntongho A.; Orbell C.; Ormsby L.J.; Pacheco L.; Piel A.K.; Pintea L.; Plumptre A.J.; Rundus A.; Sanz C.; Sommer V.; Sop T.; Stewart F.A.; Sunderland-Groves J.; Tagg N.; Todd A.; Ton E.; van Schijndel J.; VanLeeuwe H.; Vendras E.; Welsh A.; Wenceslau J.F.C.; Wessling E.G.; Willie J.; Wittig R.M.; Yoshihiro N.; Yuh Y.G.; Yurkiw K.; Boesch C.; Arandjelovic M.; KÃ¼hl H.",2021,"QUANTITATIVE ESTIMATES OF GLACIAL REFUGIA FOR CHIMPANZEES PAN TROGLODYTES SINCE THE LAST INTERGLACIAL 120 000 BP","10.1002/ajp.23372","Animalia","species",1,0,-92000,FALSE,FALSE,FALSE,FALSE,NA,"continental"
"Barratt C.D.; Lester J.D.; Gratton P.; Onstein R.E.; Kalan A.K.; McCarthy M.S.; Bocksberger G.; White L.C.; Vigilant L.; Dieguez P.; Abdulai B.; Aebischer T.; Agbor A.; Assumang A.K.; Bailey E.; Bessone M.; Buys B.; Carvalho J.S.; Chancellor R.; Cohen H.; Danquah E.; Deschner T.; Dongmo Z.N.; DoumbÃ© O.A.; Dupain J.; Duvall C.S.; Eno-Nku M.; Etoga G.; Galat-Luong A.; Garriga R.; Gatti S.; Ghiurghi A.; Goedmakers A.; Granjon A.-C.; Hakizimana D.; Head J.; Hedwig D.; Herbinger I.; Hermans V.; Jones S.; Junker J.; Kadam P.; Kambi M.; Kienast I.; Kouakou C.Y.; Nâ€²Goran K.P.; Langergraber K.E.; Lapuente J.; Laudisoit A.; Lee K.C.; Maisels F.; Mirghani N.; Moore D.; Morgan B.; Morgan D.; Neil E.; Nicholl S.; Nkembi L.; Ntongho A.; Orbell C.; Ormsby L.J.; Pacheco L.; Piel A.K.; Pintea L.; Plumptre A.J.; Rundus A.; Sanz C.; Sommer V.; Sop T.; Stewart F.A.; Sunderland-Groves J.; Tagg N.; Todd A.; Ton E.; van Schijndel J.; VanLeeuwe H.; Vendras E.; Welsh A.; Wenceslau J.F.C.; Wessling E.G.; Willie J.; Wittig R.M.; Yoshihiro N.; Yuh Y.G.; Yurkiw K.; Boesch C.; Arandjelovic M.; KÃ¼hl H.",2021,"QUANTITATIVE ESTIMATES OF GLACIAL REFUGIA FOR CHIMPANZEES PAN TROGLODYTES SINCE THE LAST INTERGLACIAL 120 000 BP","10.1002/ajp.23373","Animalia","species",1,0,-96000,FALSE,FALSE,FALSE,FALSE,NA,"continental"
"Barratt C.D.; Lester J.D.; Gratton P.; Onstein R.E.; Kalan A.K.; McCarthy M.S.; Bocksberger G.; White L.C.; Vigilant L.; Dieguez P.; Abdulai B.; Aebischer T.; Agbor A.; Assumang A.K.; Bailey E.; Bessone M.; Buys B.; Carvalho J.S.; Chancellor R.; Cohen H.; Danquah E.; Deschner T.; Dongmo Z.N.; DoumbÃ© O.A.; Dupain J.; Duvall C.S.; Eno-Nku M.; Etoga G.; Galat-Luong A.; Garriga R.; Gatti S.; Ghiurghi A.; Goedmakers A.; Granjon A.-C.; Hakizimana D.; Head J.; Hedwig D.; Herbinger I.; Hermans V.; Jones S.; Junker J.; Kadam P.; Kambi M.; Kienast I.; Kouakou C.Y.; Nâ€²Goran K.P.; Langergraber K.E.; Lapuente J.; Laudisoit A.; Lee K.C.; Maisels F.; Mirghani N.; Moore D.; Morgan B.; Morgan D.; Neil E.; Nicholl S.; Nkembi L.; Ntongho A.; Orbell C.; Ormsby L.J.; Pacheco L.; Piel A.K.; Pintea L.; Plumptre A.J.; Rundus A.; Sanz C.; Sommer V.; Sop T.; Stewart F.A.; Sunderland-Groves J.; Tagg N.; Todd A.; Ton E.; van Schijndel J.; VanLeeuwe H.; Vendras E.; Welsh A.; Wenceslau J.F.C.; Wessling E.G.; Willie J.; Wittig R.M.; Yoshihiro N.; Yuh Y.G.; Yurkiw K.; Boesch C.; Arandjelovic M.; KÃ¼hl H.",2021,"QUANTITATIVE ESTIMATES OF GLACIAL REFUGIA FOR CHIMPANZEES PAN TROGLODYTES SINCE THE LAST INTERGLACIAL 120 000 BP","10.1002/ajp.23374","Animalia","species",1,0,-100000,FALSE,FALSE,FALSE,FALSE,NA,"continental"
"Barratt C.D.; Lester J.D.; Gratton P.; Onstein R.E.; Kalan A.K.; McCarthy M.S.; Bocksberger G.; White L.C.; Vigilant L.; Dieguez P.; Abdulai B.; Aebischer T.; Agbor A.; Assumang A.K.; Bailey E.; Bessone M.; Buys B.; Carvalho J.S.; Chancellor R.; Cohen H.; Danquah E.; Deschner T.; Dongmo Z.N.; DoumbÃ© O.A.; Dupain J.; Duvall C.S.; Eno-Nku M.; Etoga G.; Galat-Luong A.; Garriga R.; Gatti S.; Ghiurghi A.; Goedmakers A.; Granjon A.-C.; Hakizimana D.; Head J.; Hedwig D.; Herbinger I.; Hermans V.; Jones S.; Junker J.; Kadam P.; Kambi M.; Kienast I.; Kouakou C.Y.; Nâ€²Goran K.P.; Langergraber K.E.; Lapuente J.; Laudisoit A.; Lee K.C.; Maisels F.; Mirghani N.; Moore D.; Morgan B.; Morgan D.; Neil E.; Nicholl S.; Nkembi L.; Ntongho A.; Orbell C.; Ormsby L.J.; Pacheco L.; Piel A.K.; Pintea L.; Plumptre A.J.; Rundus A.; Sanz C.; Sommer V.; Sop T.; Stewart F.A.; Sunderland-Groves J.; Tagg N.; Todd A.; Ton E.; van Schijndel J.; VanLeeuwe H.; Vendras E.; Welsh A.; Wenceslau J.F.C.; Wessling E.G.; Willie J.; Wittig R.M.; Yoshihiro N.; Yuh Y.G.; Yurkiw K.; Boesch C.; Arandjelovic M.; KÃ¼hl H.",2021,"QUANTITATIVE ESTIMATES OF GLACIAL REFUGIA FOR CHIMPANZEES PAN TROGLODYTES SINCE THE LAST INTERGLACIAL 120 000 BP","10.1002/ajp.23375","Animalia","species",1,0,-104000,FALSE,FALSE,FALSE,FALSE,NA,"continental"
"Barratt C.D.; Lester J.D.; Gratton P.; Onstein R.E.; Kalan A.K.; McCarthy M.S.; Bocksberger G.; White L.C.; Vigilant L.; Dieguez P.; Abdulai B.; Aebischer T.; Agbor A.; Assumang A.K.; Bailey E.; Bessone M.; Buys B.; Carvalho J.S.; Chancellor R.; Cohen H.; Danquah E.; Deschner T.; Dongmo Z.N.; DoumbÃ© O.A.; Dupain J.; Duvall C.S.; Eno-Nku M.; Etoga G.; Galat-Luong A.; Garriga R.; Gatti S.; Ghiurghi A.; Goedmakers A.; Granjon A.-C.; Hakizimana D.; Head J.; Hedwig D.; Herbinger I.; Hermans V.; Jones S.; Junker J.; Kadam P.; Kambi M.; Kienast I.; Kouakou C.Y.; Nâ€²Goran K.P.; Langergraber K.E.; Lapuente J.; Laudisoit A.; Lee K.C.; Maisels F.; Mirghani N.; Moore D.; Morgan B.; Morgan D.; Neil E.; Nicholl S.; Nkembi L.; Ntongho A.; Orbell C.; Ormsby L.J.; Pacheco L.; Piel A.K.; Pintea L.; Plumptre A.J.; Rundus A.; Sanz C.; Sommer V.; Sop T.; Stewart F.A.; Sunderland-Groves J.; Tagg N.; Todd A.; Ton E.; van Schijndel J.; VanLeeuwe H.; Vendras E.; Welsh A.; Wenceslau J.F.C.; Wessling E.G.; Willie J.; Wittig R.M.; Yoshihiro N.; Yuh Y.G.; Yurkiw K.; Boesch C.; Arandjelovic M.; KÃ¼hl H.",2021,"QUANTITATIVE ESTIMATES OF GLACIAL REFUGIA FOR CHIMPANZEES PAN TROGLODYTES SINCE THE LAST INTERGLACIAL 120 000 BP","10.1002/ajp.23376","Animalia","species",1,0,-108000,FALSE,FALSE,FALSE,FALSE,NA,"continental"
"Barratt C.D.; Lester J.D.; Gratton P.; Onstein R.E.; Kalan A.K.; McCarthy M.S.; Bocksberger G.; White L.C.; Vigilant L.; Dieguez P.; Abdulai B.; Aebischer T.; Agbor A.; Assumang A.K.; Bailey E.; Bessone M.; Buys B.; Carvalho J.S.; Chancellor R.; Cohen H.; Danquah E.; Deschner T.; Dongmo Z.N.; DoumbÃ© O.A.; Dupain J.; Duvall C.S.; Eno-Nku M.; Etoga G.; Galat-Luong A.; Garriga R.; Gatti S.; Ghiurghi A.; Goedmakers A.; Granjon A.-C.; Hakizimana D.; Head J.; Hedwig D.; Herbinger I.; Hermans V.; Jones S.; Junker J.; Kadam P.; Kambi M.; Kienast I.; Kouakou C.Y.; Nâ€²Goran K.P.; Langergraber K.E.; Lapuente J.; Laudisoit A.; Lee K.C.; Maisels F.; Mirghani N.; Moore D.; Morgan B.; Morgan D.; Neil E.; Nicholl S.; Nkembi L.; Ntongho A.; Orbell C.; Ormsby L.J.; Pacheco L.; Piel A.K.; Pintea L.; Plumptre A.J.; Rundus A.; Sanz C.; Sommer V.; Sop T.; Stewart F.A.; Sunderland-Groves J.; Tagg N.; Todd A.; Ton E.; van Schijndel J.; VanLeeuwe H.; Vendras E.; Welsh A.; Wenceslau J.F.C.; Wessling E.G.; Willie J.; Wittig R.M.; Yoshihiro N.; Yuh Y.G.; Yurkiw K.; Boesch C.; Arandjelovic M.; KÃ¼hl H.",2021,"QUANTITATIVE ESTIMATES OF GLACIAL REFUGIA FOR CHIMPANZEES PAN TROGLODYTES SINCE THE LAST INTERGLACIAL 120 000 BP","10.1002/ajp.23377","Animalia","species",1,0,-112000,FALSE,FALSE,FALSE,FALSE,NA,"continental"
"Barratt C.D.; Lester J.D.; Gratton P.; Onstein R.E.; Kalan A.K.; McCarthy M.S.; Bocksberger G.; White L.C.; Vigilant L.; Dieguez P.; Abdulai B.; Aebischer T.; Agbor A.; Assumang A.K.; Bailey E.; Bessone M.; Buys B.; Carvalho J.S.; Chancellor R.; Cohen H.; Danquah E.; Deschner T.; Dongmo Z.N.; DoumbÃ© O.A.; Dupain J.; Duvall C.S.; Eno-Nku M.; Etoga G.; Galat-Luong A.; Garriga R.; Gatti S.; Ghiurghi A.; Goedmakers A.; Granjon A.-C.; Hakizimana D.; Head J.; Hedwig D.; Herbinger I.; Hermans V.; Jones S.; Junker J.; Kadam P.; Kambi M.; Kienast I.; Kouakou C.Y.; Nâ€²Goran K.P.; Langergraber K.E.; Lapuente J.; Laudisoit A.; Lee K.C.; Maisels F.; Mirghani N.; Moore D.; Morgan B.; Morgan D.; Neil E.; Nicholl S.; Nkembi L.; Ntongho A.; Orbell C.; Ormsby L.J.; Pacheco L.; Piel A.K.; Pintea L.; Plumptre A.J.; Rundus A.; Sanz C.; Sommer V.; Sop T.; Stewart F.A.; Sunderland-Groves J.; Tagg N.; Todd A.; Ton E.; van Schijndel J.; VanLeeuwe H.; Vendras E.; Welsh A.; Wenceslau J.F.C.; Wessling E.G.; Willie J.; Wittig R.M.; Yoshihiro N.; Yuh Y.G.; Yurkiw K.; Boesch C.; Arandjelovic M.; KÃ¼hl H.",2021,"QUANTITATIVE ESTIMATES OF GLACIAL REFUGIA FOR CHIMPANZEES PAN TROGLODYTES SINCE THE LAST INTERGLACIAL 120 000 BP","10.1002/ajp.23378","Animalia","species",1,0,-116000,FALSE,FALSE,FALSE,FALSE,NA,"continental"
"Barratt C.D.; Lester J.D.; Gratton P.; Onstein R.E.; Kalan A.K.; McCarthy M.S.; Bocksberger G.; White L.C.; Vigilant L.; Dieguez P.; Abdulai B.; Aebischer T.; Agbor A.; Assumang A.K.; Bailey E.; Bessone M.; Buys B.; Carvalho J.S.; Chancellor R.; Cohen H.; Danquah E.; Deschner T.; Dongmo Z.N.; DoumbÃ© O.A.; Dupain J.; Duvall C.S.; Eno-Nku M.; Etoga G.; Galat-Luong A.; Garriga R.; Gatti S.; Ghiurghi A.; Goedmakers A.; Granjon A.-C.; Hakizimana D.; Head J.; Hedwig D.; Herbinger I.; Hermans V.; Jones S.; Junker J.; Kadam P.; Kambi M.; Kienast I.; Kouakou C.Y.; Nâ€²Goran K.P.; Langergraber K.E.; Lapuente J.; Laudisoit A.; Lee K.C.; Maisels F.; Mirghani N.; Moore D.; Morgan B.; Morgan D.; Neil E.; Nicholl S.; Nkembi L.; Ntongho A.; Orbell C.; Ormsby L.J.; Pacheco L.; Piel A.K.; Pintea L.; Plumptre A.J.; Rundus A.; Sanz C.; Sommer V.; Sop T.; Stewart F.A.; Sunderland-Groves J.; Tagg N.; Todd A.; Ton E.; van Schijndel J.; VanLeeuwe H.; Vendras E.; Welsh A.; Wenceslau J.F.C.; Wessling E.G.; Willie J.; Wittig R.M.; Yoshihiro N.; Yuh Y.G.; Yurkiw K.; Boesch C.; Arandjelovic M.; KÃ¼hl H.",2021,"QUANTITATIVE ESTIMATES OF GLACIAL REFUGIA FOR CHIMPANZEES PAN TROGLODYTES SINCE THE LAST INTERGLACIAL 120 000 BP","10.1002/ajp.23379","Animalia","species",1,0,-120000,FALSE,FALSE,FALSE,FALSE,NA,"continental"
